Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Halalkalicoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salarchaeum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Haloferax,  0.00,   0.01,   0.00,   0.01,   0.01,   0.01,   0.01
Haloplanus,  0.00,   0.01,   0.00,   0.01,   0.00,   0.01,   0.00
Haloquadratum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Haloprofundus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halogeometricum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halobellus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halorubrum,  0.01,   0.01,   0.00,   0.00,   0.01,   0.02,   0.01
Salinigranum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halopenitus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halohasta,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Haloterrigena,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Natrinema,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Natronolimnobius,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Natronococcus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halovivax,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halopiger,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salinarchaeum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halobiforma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Natronorubrum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Natrialba,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Natronobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halostagnicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanobacterium,  0.02,   0.00,   0.02,   0.02,   0.01,   0.00,   0.02
Methanobrevibacter,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanothermobacter,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanosphaera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanothermus,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.00
Methanococcus,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.00
Methanothermococcus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanocaldococcus,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanotorris,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanofervidicoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermococcus,  0.03,   0.02,   0.03,   0.03,   0.03,   0.02,   0.03
Pyrococcus,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Palaeococcus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Archaeoglobus,  0.02,   0.00,   0.02,   0.02,   0.01,   0.00,   0.01
Geoglobus,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Ferroglobus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermoplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cuniculiplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Picrophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ferroplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanomassiliicoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Methanoplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Methanomethylophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aciduliprofundum,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanopyrus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfolobus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acidianus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Metallosphaera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfodiicoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurisphaera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Saccharolobus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeropyrum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfurococcus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermosphaera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ignicoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Staphylothermus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermogladius,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pyrodictium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hyperthermus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pyrolobus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pyrobaculum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermoproteus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vulcanisaeta,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caldivirga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermofilum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acidilobus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caldisphaera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fervidicoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nitrososphaera,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Candidatus Nitrosocosmicus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Nitrosocaldus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nitrosopumilus,  0.00,   0.07,   0.00,   0.00,   0.01,   0.03,   0.00
Candidatus Nitrosomarinus,  0.00,   0.01,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Nitrosotenuis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Nitrosopelagicus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Nitrosotalea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Korarchaeum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Mancarchaeum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Homo,  0.34,   0.22,   0.35,   0.34,   0.26,   0.19,   0.30
Slopekvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tequatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Schizotequatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gaprivervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Moonvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dhakavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Krischvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gelderlandvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Karamvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mosigvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jiaodavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iapetusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bixzunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Eneladusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Firehammervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fletchervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Suspvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Felixounavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kolesnikvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mooglevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Asteriusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vequintavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Certrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Seunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Peduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hpunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phikzvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tegunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Busanvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Machinavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pbunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alcyoneusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Plaisancevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jilinvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nankokuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vhmlvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chakrabartyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erskinevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jimmervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thornevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vidavervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tulanevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kleczkowskavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Polybotosvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ripduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chiangmaivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marthavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ficleduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Winklervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aphroditevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ionavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mieseafarmvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pakpunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Noxifervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Otagovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Risingsunvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tidunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Radnorvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Biquartavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Agricanvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hapunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Emdodecavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Viunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Obolenskvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Metrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shalavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yokohamavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tijeunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Myohalovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bcepmuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Punavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Popoffvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Muvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Svunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lubbockvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nazgulvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jedunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Seoulvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gofduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flaumdravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Abouovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Elvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brunovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fromanvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cornellvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jerseyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kagunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coopervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acadianvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pegunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pipefishvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rosebushvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phicbkvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Efquatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Timquatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nickievirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Likavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Camvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arequatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Redivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Buttersvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Charlievirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cheoctovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Korravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Webervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rogunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Eclunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rtpvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tlsvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hanrivervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sertoctavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wizardvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Abidjanvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Demosthenesvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Delepquintavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tequintavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Barnyardvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fishburnevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phayoncevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bignuzvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vividuovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Woodruffvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Liefievirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yuavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nymphadoravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Baxtervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cinunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marvinvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lomovskayavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pepyhexavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Getseptimavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Smoothievirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Eyrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cetovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kostyavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ceetrepovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bronvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helsingorvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Corndogvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kojivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lacusarxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Priunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phietavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Homburgvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bantamvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Woesvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bowservirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Soupsvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bernalvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Slashvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Saphexavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limdunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Unaquatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dismasvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Reyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bongovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Anatolevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Incheonvrus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sanovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dhillonvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nipunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pahexavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Steinhofvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gorjumvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gamtrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tankvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chenonavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Emalynvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brujitavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Trigintaduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betterkatzvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pikminvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Minunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Holosalinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Omegavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Samistivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nanhaivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cequinquevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kairosalinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mapvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Septimatrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nonanavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sourvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sugarlandvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vendettavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hawkeyevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Plotvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xipdecavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Doucettevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Skunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ceduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ahduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Moineauvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oshimavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Galaxyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordtnkvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gustavvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jenstvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gilesvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rimavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gaiavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pamexvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Roufvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mardecavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sextaecvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Laroyevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ghobesvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Britbratvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orchidvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nyceiraevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Scapunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hedwigvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Myunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cimpunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jesfedecavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vidquintavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ikedavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Elerivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ilzatvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Unahavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tortellinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yvonnevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Galunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gesputvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brussowvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sitaravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Eiauvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gordonvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Biseptimavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Inhavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Patiencevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
