Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Bellflower vein chlorosis virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rice tungro spherical virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Maize chlorotic dwarf virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brassica napus RNA virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parsnip yellow fleck virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dandelion yellow mosaic virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Carrot necrotic dieback virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Strawberry mottle virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Satsuma dwarf virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Strawberry latent ringspot virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Apple latent spherical virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cherry rasp leaf virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arracacha virus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stocky prune virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Currant latent virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Black raspberry necrosis virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tomato torrado virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tomato marchitez virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tomato chocolate spot virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tomato necrotic dwarf virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lettuce necrotic leaf curl virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Carrot torradovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Motherwort yellow mottle virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Squash chlorotic leaf spot virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dioscorea mosaic associated virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosavirus JMY-2014,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Human cosavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosavirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosavirus D,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosavirus E,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosavirus F,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lesavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chicken picornavirus 5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhimavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Goose picornavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pelodiscus sinensis picornavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aimelvirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fur seal picorna-like virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Falcon picornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Washington bat picornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lesavirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pigeon picornavirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chicken picornavirus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chicken picornavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tortoise rafivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Feline picornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Quail picornavirus QPV1/HUN/2010,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bat picornavirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bat picornavirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bat picornavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus E,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bat hepatovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tupaia hepatovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus D,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus F,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus G,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus H,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus I,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aichivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aichivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mouse kobuvirus M-5/USA/2010,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caprine kobuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Canine kobuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aichivirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aichivirus D,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aichivirus E,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aichivirus F,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Potamipivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oscivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rafivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pasivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Passerivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Passerivirus sp.,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rosavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rosavirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rosavirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sakobuvirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sicinivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chicken sicinivirus JSY,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kunsagivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kunsagivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kunsagivirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limnipivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limnipivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limnipivirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ampivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Harkavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rabovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Torchivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aalivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bopivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shanbavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Livupivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus E,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus sp.,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Human enterovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yak enterovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus goat/JL14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus AN12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sichuan takin enterovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus G,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus D,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhinovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhinovirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus H,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhinovirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus F,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus J,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus I,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus K,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus L,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avihepatovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cardiovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cardiovirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cardiovirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Foot-and-mouth disease virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Equine rhinitis A virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bovine rhinitis B virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bovine rhinitis A virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bovine rhinovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Teschovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parechovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parechovirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parechovirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parechovirus D,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erbovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Senecavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avian sapelovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sapelovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sapelovirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bat sapelovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marmot sapelovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salivirus FHB,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tremovirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mischivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mischivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mischivirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquamavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cadicivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hedgehog dicipivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Melegrivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chicken megrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Goose megrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Megrivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Megrivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Megrivirus D,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Megrivirus E,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hunnivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Norway rat hunnivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mosavirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crohivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crohivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avisivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avisivirus B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avisivirus C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avisivirus Pf-CHK1/AsV,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gallivirus A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chicken gallivirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gallivirus Pf-CHK1/GV,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tioga picorna-like virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Posavirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Posavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Posavirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nephila clavipes virus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sugar beet cyst nematode virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yongsan picorna-like virus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yongsan picorna-like virus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Husa-like virus KS-2016a,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Husavirus sp.,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nephila clavipes virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blackbird arilivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cherry virus Trakiya,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Picorna-like virus AWando15,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Canine picornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Biomphalaria virus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Biomphalaria virus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Biomphalaria virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bivalve RNA virus G2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bivalve RNA virus G3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Riptortus pedestris virus-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Picornavirales Bu-3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Picornavirales Tottori-HG1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Delisea pulchra RNA virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kilifi Virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Solenopsis invicta virus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lasius neglectus virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Solenopsis invicta virus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shuangao insect virus 8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Myrmica scabrinodis virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lasius niger virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hubei chipolycivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hubei hupolycivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Centovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Macrobrachium rosenbergii Taihu virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Big Sioux River virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Formica exsecta virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Goose dicistrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bivalve RNA virus G1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bivalve RNA virus G5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Apis dicistrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cricket paralysis virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Drosophila C virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhopalosiphum padi virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aphid lethal paralysis virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cripavirus NB-1/2011/HUN,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Anopheles C virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aphis glycines virus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kashmir bee virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acute bee paralysis virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Taura syndrome virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Israeli acute paralysis virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Solenopsis invicta virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mud crab virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Plautia stali intestine virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Himetobi P virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Black queen cell virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Triatoma virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Homalodisca coagulata virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Antarctic picorna-like virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Antarctic picorna-like virus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Antarctic picorna-like virus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Antarctic picorna-like virus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Botrytis cinerea mitovirus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ocimum basilicum RNA virus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gigaspora margarita mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizoctonia oryzae-sativae mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium poae mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium poae mitovirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium poae mitovirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium poae mitovirus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erysiphe necator mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erysiphe necator mitovirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erysiphe necator mitovirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronartium ribicola mitovirus 5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gigaspora margarita mitovirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gigaspora margarita mitovirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gigaspora margarita mitovirus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leptosphaeria biglobosa mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chenopodium quinoa mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizophagus diaphanum mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizophagus diaphanum mitovirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizophagus irregularis mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizoctonia mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium globosum mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gremmeniella abietina mitochondrial RNA virus S2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Botrytis cinerea mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizophagus sp. RF1 mitovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tuber aestivum mitovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sclerotinia sclerotiorum mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sclerotinia sclerotiorum mitovirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clitocybe odora virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sclerotinia sclerotiorum mitovirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sclerotinia sclerotiorum mitovirus 6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alternaria arborescens mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium coeruleum mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Botrytis cinerea mitovirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Botrytis cinerea mitovirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Binucleate Rhizoctonia mitovirus K1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronartium ribicola mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronartium ribicola mitovirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronartium ribicola mitovirus 3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronartium ribicola mitovirus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thielaviopsis basicola mitovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ophiostoma mitovirus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ophiostoma mitovirus 5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ophiostoma mitovirus 6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ophiostoma mitovirus 3a,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cryphonectria mitovirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Saccharomyces 20S RNA narnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Saccharomyces 23S RNA narnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Grapevine associated narnavirus-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium poae narnavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fusarium poae narnavirus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phytomonas serpens narnavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blechmonas luni narnavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blechomonas wendygibsoni narnavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blechomonas maslovi narnavirus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phytophthora infestans RNA virus 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Diatom colony associated ssRNA virus 2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phomopsis longicolla RNA virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leptomonas seymouri Narna-like virus 1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
